,Name,Ticker,Market Cap (B),Enterprise Value (B),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta (5Y Monthly),52 Week Change (%),S&P500 52-Week Change (%),52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol 3 month (M),Avg Vol 10 day (M),Shares Outstanding,Implied Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (M),Short Ratio (M),Short % of Float,Short % of Shares Outstanding,Shares Short,Forward Annual Dividend Rate,Forward Annual Dividend Yield (%),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield (%),5 Year Average Dividend Yield,Payout Ratio (%),Last Split Factor (x:1),Profit Margin (%),Operating Margin (ttm) (%),Return on Assets (ttm) (%),Return on Equity (ttm) (%),Revenue (ttm) (B),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy) (%),Gross Profit (ttm) (B),EBITDA (B),Net Income Avi to Common (ttm) (B),Diluted EPS (ttm),Quarterly Earnings Growth (yoy) (%),Total Cash (mrq) (B),Total Cash Per Share (mrq),Total Debt (mrq) (B),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm) (B),Levered Free Cash Flow (ttm) (B),Dividend Date,Ex-Dividend Date,Last Split Date,Fiscal Year Ends,Most Recent Quarter (mrq)
37,"WEC Energy Group, Inc. ",WEC,31.07,48.37,22.13,21.37,3.39,3.24,2.73,5.04,14.35,0.38,-5.0,-7.0,108.39,80.82,92.64,95.9,0.0,0.0,0.32,0.0,0.31,0.0,77.0,0.0,3.1,2.0,1.0,0.0,3.12,3.0,2.91,3.0,2.87,65.0,2.0,15.0,21.0,3.0,12.0,9.6,30.43,16.0,3.31,3.15,1.41,4.45,13.0,0.03,0.09,17.32,149.13,0.69,36.07,2.06,-0.35,2023-02-28,2023-02-12,2011-03-01,2022-12-30,2022-12-30
38,"D.R. Horton, Inc. ",DHI,34.26,37.41,6.2,11.44,1.18,1.04,1.7,1.11,5.06,1.51,36.0,-7.0,104.14,59.25,96.04,83.1,0.0,0.0,0.34,0.0,0.31,11.0,88.0,0.01,4.25,7.0,4.0,0.01,1.0,1.0,0.93,1.0,1.12,6.0,1.33,17.0,22.0,17.0,31.0,33.68,96.59,3.0,10.07,7.54,5.67,16.1,-16.0,2.39,6.97,5.75,28.0,5.91,58.71,1.56,-0.28,2023-02-13,2023-02-05,2005-03-16,2022-09-29,2022-12-30
39,The Kroger Co. ,KR,34.41,52.68,15.67,10.72,1.69,0.24,3.43,0.36,7.51,0.47,-19.0,-7.0,59.13,41.82,46.36,46.51,0.01,0.01,0.72,0.0,0.71,1.0,81.0,0.02,2.82,3.0,3.0,0.01,1.04,2.0,0.99,2.0,1.97,31.0,2.0,2.0,3.0,6.0,23.0,148.26,206.49,5.0,32.81,7.4,2.26,3.1,-20.0,1.01,1.41,20.41,203.84,0.74,14.02,4.5,1.99,2023-05-31,2023-05-11,2015-07-13,2023-01-27,2023-01-27
40,"Old Dominion Freight Line, Inc. ",ODFL,37.41,37.27,27.91,27.17,1.99,6.14,10.24,5.95,17.59,1.08,28.0,-7.0,381.81,231.31,343.68,298.58,0.0,0.0,0.11,0.0,0.1,13.0,77.0,0.0,6.41,5.0,4.0,0.0,1.6,0.0,1.2,0.0,0.33,10.0,1.5,22.0,29.0,24.0,38.0,6.26,55.72,6.0,2.49,2.12,1.38,12.17,16.0,0.24,2.14,0.2,5.42,1.76,33.14,1.69,0.68,2023-03-14,2023-02-27,2020-03-24,2022-12-30,2022-12-30
41,The Allstate Corporation ,ALL,30.55,39.75,0.0,12.76,0.0,0.61,1.97,0.77,0.0,0.59,-18.0,-7.0,144.46,103.2,122.16,126.69,0.0,0.0,0.26,0.0,0.26,1.0,80.0,0.0,1.1,1.0,1.0,0.0,3.56,3.0,3.4,3.0,2.19,0.0,2.0,-3.0,-3.0,-1.0,-6.0,51.41,189.57,5.0,6.44,-0.62,-1.42,-5.22,0.0,4.91,18.65,8.31,47.88,0.39,58.95,5.12,5.83,2023-03-16,2023-02-26,1998-07-01,2022-12-30,2022-12-30
42,Halliburton Company ,HAL,30.45,37.05,19.5,11.55,0.83,1.51,3.83,1.83,10.82,2.14,0.0,0.0,43.99,23.3,35.22,33.59,0.01,0.01,0.9,0.0,0.9,0.0,85.0,0.02,3.02,3.0,3.0,0.02,0.64,2.0,0.48,1.0,2.27,28.0,2.0,8.0,15.0,8.0,22.0,20.3,22.45,30.0,3.24,3.94,1.57,1.73,-20.0,2.35,2.6,9.08,113.88,2.05,8.81,2.24,1.07,2023-03-28,2023-02-27,2006-07-16,2022-12-30,2022-12-30
43,"Verisk Analytics, Inc. ",VRSK,29.62,33.46,29.23,35.09,0.0,12.19,16.93,13.4,19.22,0.84,0.0,0.0,219.6,156.05,182.36,181.43,0.0,0.0,0.15,0.0,0.15,1.0,102.0,0.01,8.57,8.0,7.0,0.0,1.36,1.0,1.24,1.0,0.0,19.0,0.0,38.0,42.0,9.0,45.0,2.5,15.81,-18.0,1.67,1.25,1.04,6.55,-57.0,0.12,0.75,3.96,223.76,0.4,11.31,1.06,0.72,2023-03-30,2023-03-13,,2022-12-30,2022-12-30
44,Fastenal Company ,FAST,30.07,30.64,27.86,26.39,3.12,4.34,9.51,4.39,18.79,1.17,0.0,0.0,59.06,43.73,52.49,50.27,0.0,0.0,0.57,0.0,0.57,0.0,81.0,0.01,4.54,3.0,2.0,0.01,1.4,3.0,1.24,2.0,2.37,66.0,2.0,16.0,21.0,21.0,35.0,6.98,12.17,11.0,3.22,1.63,1.09,1.89,6.0,0.23,0.4,0.8,25.36,3.96,5.54,0.94,0.6,2023-03-01,2023-01-31,2019-05-22,2022-12-30,2022-12-30
45,Keurig Dr Pepper Inc. ,KDP,49.58,62.63,34.9,19.68,3.55,3.58,1.97,4.46,20.07,0.58,0.0,0.0,41.31,33.35,35.11,36.75,0.01,0.01,1.41,0.0,0.88,36.0,56.0,0.01,1.07,1.0,1.0,0.01,0.8,2.0,0.77,2.0,2.51,77.0,0.0,10.0,21.0,4.0,6.0,14.06,9.92,12.0,7.33,3.66,1.44,1.01,-46.0,0.54,0.38,13.83,55.06,0.47,17.84,2.84,1.93,2023-04-13,2023-03-29,,2022-12-30,2022-12-30
46,GE HealthCare Technologies Inc. ,GEHC,36.58,43.78,19.28,0.0,0.0,1.99,3.91,2.39,13.55,0.0,0.0,0.0,82.62,53.0,75.42,70.35,0.0,0.0,0.45,0.0,0.36,0.0,42.0,0.01,4.75,0.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,6.0,15.0,18.34,0.0,8.0,7.18,3.16,1.9,4.15,-2.0,1.44,3.17,8.63,90.02,1.16,0.0,2.11,1.84,,,,2022-12-30,2022-12-30
47,"ONEOK, Inc. ",OKE,29.72,43.2,17.3,12.52,1.72,1.33,4.58,1.93,12.16,1.63,0.0,0.0,75.07,50.5,65.59,62.41,0.0,0.0,0.45,0.0,0.44,0.0,71.0,0.01,3.43,3.0,2.0,0.01,3.82,6.0,3.76,6.0,6.88,97.0,1.14,8.0,12.0,7.0,28.0,22.39,50.03,-7.0,4.48,3.34,1.72,3.85,28.0,0.22,0.49,13.72,211.33,0.83,14.52,2.91,0.63,2023-02-13,2023-01-26,2014-02-02,2022-12-30,2022-12-30
48,"W.W. Grainger, Inc. ",GWW,32.59,34.97,21.57,19.3,2.05,2.18,13.36,2.3,14.24,1.17,0.0,0.0,709.21,440.48,668.31,575.89,0.0,0.0,0.05,0.0,0.04,10.0,75.0,0.0,4.0,3.0,2.0,0.0,6.88,1.0,6.78,1.0,1.58,23.0,2.0,10.0,15.0,20.0,66.0,15.23,299.17,13.0,5.85,2.44,1.55,29.76,36.0,0.33,6.47,2.74,100.15,2.48,48.55,1.33,0.9,2023-02-28,2023-02-09,1998-06-14,2022-12-30,2022-12-30
49,Baker Hughes Company ,BKR,29.5,33.67,0.0,17.21,0.0,1.36,2.05,1.59,25.22,1.45,0.0,0.0,38.66,20.42,29.98,27.69,0.01,0.01,1.01,0.0,0.96,0.0,98.0,0.02,2.79,2.0,2.0,0.02,0.76,3.0,0.73,2.0,3.16,0.0,0.0,-3.0,9.0,3.0,-4.0,21.16,21.43,8.0,4.43,2.94,-0.6,-0.61,-38.0,3.24,3.2,7.47,51.41,1.32,14.31,1.89,1.43,2023-02-16,2023-02-02,,2022-12-30,2022-12-30
0,"American Water Works Company, Inc. ",AWK,29.6,41.96,33.72,31.85,4.29,7.3,3.85,11.07,20.08,0.56,0.0,0.0,169.16,122.77,145.34,147.76,0.0,0.0,0.19,0.0,0.18,0.0,84.0,0.0,1.91,2.0,2.0,0.0,2.62,2.0,2.57,2.0,1.62,57.0,2.0,22.0,36.0,3.0,11.0,3.79,20.83,-2.0,2.2,2.0,0.82,4.51,-77.0,0.09,0.47,12.46,162.02,0.44,42.3,1.11,-0.94,2023-02-28,2023-02-05,1996-07-25,2022-12-30,2022-12-30
1,SBA Communications Corporation ,SBAC,28.27,43.3,62.01,50.25,2.67,10.87,0.0,16.44,26.51,0.49,0.0,0.0,379.99,236.2,266.1,292.29,0.0,0.0,0.11,0.0,0.11,1.0,98.0,0.0,1.74,2.0,1.0,0.0,3.4,1.0,2.84,1.0,0.0,67.0,0.0,18.0,37.0,6.0,0.0,2.63,24.39,15.0,1.94,1.68,0.46,4.21,111.0,0.14,1.33,15.17,0.0,0.69,-48.86,1.29,0.92,2023-03-23,2023-03-08,,2022-12-30,2022-12-30
2,"Keysight Technologies, Inc. ",KEYS,27.82,27.61,24.44,19.34,2.22,5.09,6.32,4.97,16.75,1.06,0.0,0.0,189.45,127.93,165.0,165.84,0.0,0.0,0.18,0.0,0.18,1.0,89.0,0.0,3.97,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,11.0,28.0,5.55,31.06,10.0,3.45,1.64,1.16,6.4,14.0,2.23,12.51,2.02,45.89,3.07,24.72,1.29,0.75,,,,2022-10-30,2023-01-30
3,Aptiv PLC ,APTV,28.24,33.67,53.16,24.21,1.12,1.62,3.21,1.93,17.08,2.04,0.0,0.0,124.88,77.96,112.85,100.42,0.0,0.0,0.27,0.0,0.27,0.0,99.0,0.0,2.57,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,3.0,8.0,4.0,7.0,17.49,64.56,12.0,2.65,2.12,0.53,1.98,703.0,1.53,5.65,6.96,76.54,1.6,32.51,1.26,0.39,2020-02-18,2020-02-03,2017-12-04,2022-12-30,2022-12-30
4,"Republic Services, Inc. ",RSG,42.71,54.65,28.8,25.91,3.11,3.16,4.41,4.04,14.9,0.66,0.0,0.0,149.17,119.72,129.71,133.63,0.0,0.0,0.32,0.0,0.21,0.0,95.0,0.0,0.94,1.0,0.0,0.0,1.98,1.0,1.91,1.0,1.67,41.0,1.5,11.0,18.0,6.0,16.0,13.51,42.69,20.0,5.46,3.88,1.49,4.7,11.0,0.14,0.45,12.18,125.75,0.69,30.64,3.19,1.32,2023-04-13,2023-03-30,2007-03-18,2022-12-30,2022-12-30
5,Edison International ,EIX,27.86,62.02,45.51,15.31,3.21,1.62,2.04,3.6,13.89,0.79,0.0,0.0,73.32,54.45,68.24,65.23,0.0,0.0,0.38,0.0,0.38,0.0,92.0,0.01,3.9,3.0,2.0,0.01,2.95,4.0,2.84,4.0,4.12,177.0,2.0,4.0,19.0,3.0,3.0,17.22,45.2,21.0,9.41,5.48,0.61,1.6,-21.0,0.91,2.39,33.1,188.88,0.68,35.69,3.22,-2.41,2023-04-29,2023-03-29,1993-06-21,2022-12-30,2022-12-30
6,"CoStar Group, Inc. ",CSGP,27.99,24.12,73.98,63.69,3.56,12.54,4.07,11.05,40.97,0.88,0.0,0.0,85.37,53.51,71.34,73.31,0.0,0.0,0.41,0.0,0.4,1.0,99.0,0.0,1.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,21.0,4.0,6.0,2.18,5.51,13.0,1.77,0.59,0.37,0.94,34.0,4.97,12.21,1.1,16.03,13.92,16.89,0.48,0.43,,,2021-06-27,2022-12-30,2022-12-30
7,Eversource Energy ,ES,27.98,50.55,19.81,18.45,2.84,2.27,1.81,4.11,12.07,0.47,0.0,0.0,94.63,70.54,77.65,82.14,0.0,0.0,0.35,0.0,0.35,0.0,83.0,0.0,2.17,2.0,1.0,0.0,2.7,3.0,2.55,3.0,2.78,63.0,2.0,11.0,20.0,3.0,9.0,12.29,35.44,22.0,5.41,3.61,1.4,4.05,4.0,0.37,1.08,23.05,147.52,0.62,44.41,2.4,-0.43,2023-03-30,2023-02-28,2013-04-29,2022-12-30,2022-12-30
8,Global Payments Inc. ,GPN,27.92,40.21,264.65,10.27,0.62,3.25,1.25,4.48,17.21,1.01,0.0,0.0,146.71,92.27,107.88,111.84,0.0,0.0,0.26,0.0,0.26,1.0,89.0,0.0,1.63,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.38,250.0,2.0,1.0,22.0,3.0,1.0,8.98,32.62,3.0,5.23,3.64,0.11,0.4,20.0,2.0,7.59,14.73,65.33,0.92,84.78,2.24,1.83,2023-03-30,2023-03-15,2015-11-02,2022-12-30,2022-12-30
9,"ANSYS, Inc. ",ANSS,27.9,28.15,53.66,37.17,4.32,13.61,5.73,13.63,39.51,1.24,0.0,0.0,333.89,194.23,299.22,258.77,0.0,0.0,0.09,0.0,0.09,0.0,97.0,0.0,1.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,29.0,6.0,11.0,2.07,23.73,6.0,1.88,0.72,0.52,5.96,27.0,0.61,7.06,0.89,18.27,2.09,55.96,0.63,0.54,,,2007-06-04,2022-12-30,2022-12-30
10,"Zimmer Biomet Holdings, Inc. ",ZBH,27.56,33.06,95.2,18.62,3.4,3.98,2.29,4.76,22.12,1.0,0.0,0.0,135.05,100.39,126.29,117.25,0.0,0.0,0.21,0.0,0.21,0.0,91.0,0.0,2.68,2.0,2.0,0.0,0.96,1.0,0.96,1.0,0.75,70.0,0.0,3.0,19.0,4.0,2.0,6.94,33.11,3.0,4.92,2.25,0.29,1.38,0.0,0.38,1.83,6.14,51.04,1.88,57.51,1.28,1.7,2023-04-27,2023-03-27,,2022-12-30,2022-12-30
11,State Street Corporation ,STT,26.44,0.0,10.93,9.32,1.66,2.4,1.14,0.0,0.0,1.61,0.0,0.0,94.74,58.62,83.37,75.13,0.0,0.0,0.34,0.0,0.32,0.0,98.0,0.0,1.43,2.0,1.0,0.01,2.52,3.0,2.4,3.0,2.8,33.0,2.0,23.0,31.0,1.0,11.0,12.13,33.21,3.0,12.13,0.0,2.66,7.19,5.0,119.09,345.72,33.29,0.0,0.0,66.51,11.95,0.0,2023-04-12,2023-03-30,2001-05-30,2022-12-30,2022-12-30
12,PG&E Corporation ,PCG,33.57,86.37,20.02,13.89,4.97,1.65,1.47,3.98,13.82,1.11,0.0,0.0,17.01,9.64,15.9,14.19,0.01,0.02,2.28,0.0,1.8,8.0,74.0,0.07,3.98,4.0,3.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,2.0,8.0,21.68,10.91,2.0,7.01,7.02,1.8,0.84,9.0,0.73,0.37,53.54,232.02,0.81,11.48,3.72,-4.72,2017-10-14,2017-09-27,1983-07-17,2022-12-30,2022-12-30
13,AmerisourceBergen Corporation ,ABC,33.69,37.64,20.21,14.35,3.63,0.14,5.58,0.16,12.06,0.54,0.0,0.0,174.63,135.14,157.55,153.57,0.0,0.0,0.2,0.0,0.17,17.0,78.0,0.0,2.62,2.0,2.0,0.0,1.94,1.0,1.87,1.0,1.6,23.0,2.0,1.0,1.0,3.0,502.0,241.81,1166.22,5.0,8.33,3.41,1.73,8.24,7.0,1.69,8.37,6.89,9372.2,0.91,-0.88,2.55,1.48,2023-02-26,2023-02-08,2009-06-15,2022-09-29,2022-12-30
14,"Ulta Beauty, Inc. ",ULTA,26.44,27.61,21.94,20.88,2.18,2.67,13.49,2.7,14.68,1.3,0.0,0.0,553.06,330.8,523.48,450.3,0.0,0.0,0.05,0.0,0.05,1.0,97.0,0.0,2.15,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,20.0,71.0,10.21,198.6,18.0,0.0,1.88,1.24,23.85,18.0,0.74,14.7,1.9,97.11,1.61,38.91,1.48,0.99,2012-05-14,2012-03-15,,2023-01-27,2023-01-27
15,Lennar Corporation ,LEN,29.99,30.93,6.56,11.29,5.67,0.89,1.25,0.91,4.68,1.41,0.0,0.0,109.28,62.54,101.29,88.0,0.0,0.0,0.25,0.0,0.26,2.0,97.0,0.01,2.97,4.0,3.0,0.01,1.5,1.0,1.5,1.0,0.81,9.0,1.02,14.0,19.0,12.0,21.0,33.96,117.97,5.0,7.2,6.57,4.66,16.11,18.0,4.06,14.19,4.03,16.42,17.62,85.36,0.0,0.0,2023-02-09,2023-01-25,2017-11-08,2022-11-29,2023-02-27
16,"Diamondback Energy, Inc. ",FANG,26.65,32.87,5.9,6.98,1.76,2.66,1.78,3.41,4.55,2.03,0.0,0.0,168.95,103.71,138.35,136.66,0.0,0.0,0.18,0.0,0.18,0.0,95.0,0.01,2.05,4.0,3.0,0.0,11.31,8.0,11.31,8.0,0.0,36.0,0.0,48.0,66.0,15.0,32.0,9.08,51.45,0.0,8.17,7.34,4.34,24.19,0.0,0.16,0.86,6.44,41.05,0.81,83.46,6.33,1.32,2023-03-09,2023-03-01,,2022-12-30,2022-12-30
17,"Enphase Energy, Inc. ",ENPH,26.96,26.65,71.08,36.63,1.12,12.2,32.66,11.43,51.22,1.48,0.0,0.0,339.92,128.67,208.18,255.88,0.0,0.0,0.14,0.0,0.13,3.0,81.0,0.01,1.68,5.0,4.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,11.0,63.0,2.33,17.22,76.0,0.97,0.5,0.4,2.62,192.0,1.61,11.82,1.31,159.26,3.55,6.05,0.74,0.5,,,,2022-12-30,2022-12-30
18,"West Pharmaceutical Services, Inc. ",WST,26.35,25.78,45.9,45.87,8.76,9.32,9.81,8.93,31.88,1.08,0.0,0.0,390.62,206.19,315.64,280.97,0.0,0.0,0.07,0.0,0.07,1.0,95.0,0.0,2.37,3.0,2.0,0.0,0.76,0.0,0.73,0.0,0.33,9.0,2.0,20.0,26.0,14.0,23.0,2.89,38.8,-3.0,1.14,0.88,0.59,7.72,-30.0,0.89,12.06,0.32,11.84,3.7,36.23,0.72,0.25,2023-05-02,2023-04-24,2013-09-26,2022-12-30,2022-12-30
19,"Digital Realty Trust, Inc. ",DLR,27.34,45.99,84.54,82.64,1.92,5.96,1.62,9.8,20.09,0.54,0.0,0.0,153.5,85.76,103.55,109.95,0.0,0.0,0.29,0.0,0.29,0.0,102.0,0.01,6.71,6.0,5.0,0.01,4.88,5.0,4.88,5.0,3.45,440.0,0.0,8.0,14.0,1.0,2.0,4.68,16.34,16.0,2.66,2.22,0.34,1.11,-100.0,0.14,0.49,18.07,92.08,0.62,57.88,1.66,1.94,2023-03-30,2023-03-13,,2022-12-30,2022-12-30
20,Discover Financial Services ,DFS,26.04,0.0,6.48,7.2,0.0,2.09,1.92,0.0,0.0,1.46,0.0,0.0,121.17,87.64,105.94,102.65,0.0,0.0,0.26,0.0,0.26,1.0,88.0,0.0,1.86,2.0,2.0,0.0,2.4,2.0,2.3,2.0,2.18,15.0,0.0,40.0,54.0,4.0,31.0,10.98,39.63,7.0,10.46,0.0,4.3,15.5,-3.0,8.86,33.81,20.11,137.82,1.14,50.62,7.14,0.0,2023-03-08,2023-02-21,,2022-12-30,2022-12-30
21,Corning Incorporated ,GLW,29.64,35.78,22.71,16.29,1.28,2.11,2.47,2.52,10.11,1.07,0.0,0.0,37.73,28.98,34.43,33.7,0.0,0.0,0.85,0.0,0.76,0.0,70.0,0.01,2.07,1.0,1.0,0.01,1.12,3.0,1.08,3.0,2.66,70.0,3.0,9.0,13.0,4.0,11.0,14.19,16.83,-7.0,4.84,3.36,1.32,1.55,0.0,1.67,1.97,7.82,63.68,1.44,14.24,2.62,0.94,2023-03-29,2023-02-26,2000-10-03,2022-12-30,2022-12-30
22,"United Rentals, Inc. ",URI,25.71,37.83,12.5,9.26,1.04,2.26,3.64,3.25,6.92,1.85,0.0,0.0,481.99,230.54,424.27,344.61,0.0,0.0,0.07,0.0,0.07,1.0,97.0,0.0,3.63,5.0,4.0,0.0,5.92,2.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,9.0,32.0,11.64,164.66,19.0,5.02,3.62,2.1,29.67,33.0,0.11,1.53,12.22,173.08,1.11,101.82,4.43,1.37,2023-02-21,2023-02-06,,2022-12-30,2022-12-30
23,Arch Capital Group Ltd. ,ACGL,25.71,28.49,18.16,12.55,0.0,2.7,2.13,2.95,0.0,0.74,0.0,0.0,72.28,41.05,67.01,55.72,0.0,0.0,0.37,0.0,0.36,3.0,91.0,0.01,2.3,2.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,2.0,11.0,9.61,26.08,33.0,2.85,1.63,1.44,3.87,38.0,2.22,6.01,2.88,22.27,1.09,32.81,3.82,7.38,,,2018-06-20,2022-12-30,2022-12-30
24,Tractor Supply Company ,TSCO,26.37,30.44,24.72,22.78,2.37,1.89,12.91,2.14,17.12,0.83,0.0,0.0,242.27,166.49,232.37,212.02,0.0,0.0,0.11,0.0,0.11,1.0,88.0,0.0,5.08,5.0,4.0,0.0,4.12,2.0,3.68,2.0,1.28,38.0,2.0,8.0,10.0,11.0,54.0,14.2,127.58,21.0,4.97,1.78,1.09,9.71,22.0,0.2,1.84,4.27,209.07,1.33,18.52,1.36,0.21,2023-03-13,2023-02-23,2013-09-26,2022-12-30,2022-12-30
25,HP Inc. ,HPQ,29.5,40.19,11.74,8.91,178.21,0.51,0.0,0.67,8.15,1.03,0.0,0.0,40.79,24.08,29.04,29.17,0.01,0.01,0.99,0.0,0.88,0.0,81.0,0.03,4.02,3.0,3.0,0.03,1.05,4.0,1.01,3.0,2.99,40.0,2.2,4.0,8.0,8.0,0.0,59.78,58.9,-19.0,12.34,5.56,2.6,2.55,-55.0,1.77,1.8,12.16,0.0,0.69,-3.79,2.79,1.71,2023-04-04,2023-03-06,2015-11-01,2022-10-30,2023-01-30
26,Willis Towers Watson Public Limited Company ,WTW,25.22,29.43,25.36,16.03,0.0,2.99,2.52,3.32,14.48,0.77,0.0,0.0,258.93,187.89,236.98,225.2,0.0,0.0,0.11,0.0,0.11,0.0,98.0,0.0,1.88,1.0,1.0,0.0,3.36,1.0,3.3,1.0,1.37,35.0,0.0,11.0,20.0,3.0,9.0,8.87,79.16,1.0,4.07,2.27,1.05,9.35,-76.0,1.26,11.84,5.48,54.33,1.07,93.82,0.81,1.08,2023-04-16,2023-03-29,,2022-12-30,2022-12-30
27,"Walgreens Boots Alliance, Inc. ",WBA,31.33,67.07,5.98,8.06,3.46,0.24,1.48,0.5,-22.73,0.72,0.0,0.0,47.28,30.39,35.18,36.77,0.01,0.01,0.86,0.0,0.71,17.0,62.0,0.03,5.24,4.0,4.0,0.03,1.92,5.0,1.92,5.0,3.83,0.0,2.0,-2.0,1.0,1.0,-12.0,133.29,154.34,3.0,28.27,3.15,-3.14,-3.64,-20.0,1.84,2.14,38.56,130.29,0.63,24.56,2.95,3.58,2023-03-09,2023-02-14,1999-02-15,2022-08-30,2023-02-27
28,CDW Corporation ,CDW,25.47,31.7,23.19,17.15,0.0,1.09,15.89,1.33,15.74,1.13,0.0,0.0,215.0,147.91,197.3,180.93,0.0,0.0,0.14,0.0,0.13,0.0,95.0,0.0,2.29,1.0,1.0,0.0,2.36,1.0,2.09,1.0,1.05,26.0,0.0,5.0,8.0,8.0,97.0,23.75,175.66,-2.0,4.69,2.07,1.11,8.13,33.0,0.32,2.33,6.65,414.7,1.33,11.83,1.34,1.02,2023-03-09,2023-02-22,,2022-12-30,2022-12-30
29,"Gartner, Inc. ",IT,25.0,27.46,31.75,32.15,0.0,4.68,109.75,5.01,20.41,1.28,0.0,0.0,358.25,221.39,328.12,309.78,0.0,0.0,0.08,0.0,0.08,3.0,94.0,0.0,2.96,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,21.0,10.0,270.0,5.48,68.3,15.0,3.78,1.31,0.81,9.96,23.0,0.7,8.91,3.16,1386.49,0.77,2.88,1.1,0.87,,1999-07-18,1996-03-31,2022-12-30,2022-12-30
30,Constellation Energy Corporation ,CEG,25.36,30.7,0.0,19.34,0.8,1.04,2.3,1.26,19.71,0.0,0.0,0.0,97.89,52.64,79.3,80.85,0.0,0.0,0.33,0.0,0.33,0.0,85.0,0.01,2.54,2.0,2.0,0.01,1.13,1.0,0.56,1.0,0.0,0.0,0.0,-1.0,3.0,1.0,-1.0,24.44,74.51,33.0,2.23,3.12,-0.16,-0.48,-19.0,0.47,1.42,6.48,56.96,1.19,33.69,-2.35,1.59,2023-03-09,2023-02-23,,2022-12-30,2022-12-30
31,"T. Rowe Price Group, Inc. ",TROW,25.35,23.92,16.85,16.98,27.38,3.95,2.87,3.69,7.61,1.32,0.0,0.0,146.04,93.53,113.29,115.45,0.0,0.0,0.22,0.0,0.22,2.0,79.0,0.02,11.12,10.0,9.0,0.02,4.88,4.0,4.8,4.0,2.78,72.0,2.0,24.0,38.0,13.0,15.0,6.49,28.71,-22.0,3.57,3.14,1.52,6.7,-64.0,1.76,7.82,0.43,4.47,1.83,39.41,2.36,2.31,2023-03-29,2023-03-13,2006-06-25,2022-12-30,2022-12-30
32,LyondellBasell Industries N.V. ,LYB,31.64,42.66,8.22,10.54,0.0,0.63,2.51,0.85,6.74,1.23,0.0,0.0,117.22,71.46,93.87,86.76,0.0,0.0,0.33,0.0,0.26,21.0,72.0,0.01,3.22,3.0,2.0,0.01,4.76,5.0,4.7,5.0,4.91,40.0,0.0,8.0,10.0,9.0,31.0,50.45,154.28,-20.0,6.6,6.18,3.88,11.83,-52.0,2.17,6.65,13.43,105.37,1.75,38.73,6.12,2.44,2023-03-12,2023-03-02,,2022-12-30,2022-12-30
33,"Align Technology, Inc. ",ALGN,26.01,25.14,73.54,42.37,2.86,7.12,7.22,6.73,32.24,1.6,0.0,0.0,431.27,172.05,320.3,253.22,0.0,0.0,0.08,0.0,0.07,6.0,91.0,0.0,2.75,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,7.0,10.0,3.73,47.76,-13.0,2.64,0.78,0.36,4.73,-78.0,1.0,13.05,0.13,3.52,1.26,46.61,0.57,0.27,,,,2022-12-30,2022-12-30
34,Equifax Inc. ,EFX,24.72,30.22,35.5,27.78,1.52,4.83,6.25,5.9,17.97,1.45,0.0,0.0,234.14,145.98,205.03,195.39,0.0,0.0,0.12,0.0,0.12,0.0,100.0,0.0,6.36,4.0,4.0,0.0,1.56,1.0,1.56,1.0,0.98,28.0,2.0,14.0,21.0,6.0,18.0,5.12,41.85,-4.0,2.94,1.66,0.7,5.65,-11.0,0.29,2.33,5.89,148.3,0.68,32.3,0.76,0.05,2023-03-14,2023-02-20,1995-12-17,2022-12-30,2022-12-30
